Respondent_ID,Persona_Segment,Q1_Age_Group,Q2_City_Type,Q3_Occupation,Q4_Monthly_Income_INR,Q5_Exercise_Frequency,Q6_Workout_Location,Q7_Primary_Fitness_Goal,Q8_Biggest_Fitness_Challenge,Q9_Diet_Type,Q10_Dietary_Restrictions_Allergies,Q11_Meal_Management,Q12_Biggest_Diet_Challenge,Q13_Travel_Frequency,Q14_Daily_Routine,Q15_Time_Available_for_Fitness,Q16_Current_Fitness_App_User,Q17_Preferred_App_Features,Q18_Willingness_to_Pay_Monthly,Q19_What_Would_Make_You_Pay,Q20_Likelihood_to_Use_App,Q21_Current_Weight_Category,Q22_Problem_Impact_Score_1_to_5,Q23_Days_Followed_Plan_in_Last_30_Days,Q24_When_You_Stop_Following_Routine,Q25_Why_Stopped_Using_Fitness_Apps,Q26_If_Guaranteed_Results_3_Months_How_Much_Pay,Q27_Primary_Motivation_to_Stay_Fit,Q28_Level_of_Control_Over_Daily_Meals,Q4_Monthly_Income_INR_Code,Q5_Exercise_Frequency_Code,Q13_Travel_Frequency_Code,Q14_Daily_Routine_Code,Q15_Time_Available_for_Fitness_Code,Q18_Willingness_to_Pay_Monthly_Code,Q20_Likelihood_to_Use_App_Code,Q23_Days_Followed_Plan_in_Last_30_Days_Code,Q26_If_Guaranteed_Results_3_Months_How_Much_Pay_Code,Feat_AI_workout_plan,Feat_Form_correction_via_video,Feat_Diet_planning,Feat_Calorie_tracking_via_photo,Feat_Travel_friendly_plans,Feat_Allergy_specific_diets,PayReason_Proven_results,PayReason_Personalization,PayReason_Expert_guidance,PayReason_Convenience,PayReason_All_in_one_solution
1803,young_professional,25-34,Metro,Working Professional,"50,000-1,00,000",5+ times/week,Outdoors,Weight loss,Lack of knowledge,Non-vegetarian,Other,Hostel/mess food,Cravings,Rarely,Very structured,30-60 mins,Yes,"Allergy-specific diets, Form correction via video, AI workout plan",₹999+,"Convenience, Proven results, Personalization",Very likely,Overweight,4,0-5,Lack of motivation,No results,₹2000+,Social pressure,Full control (cook myself),2,3,0.0,0,1,4,4,0,4,1,1,0,0,0,1,1,1,0,1,0
1804,young_professional,25-34,Tier 1,Working Professional,"20,000-50,000",1-2 times/week,Gym,Weight loss,Lack of time,Non-vegetarian,,Mix of both,Don't know what to eat,Rarely,Highly unpredictable,<30 mins,Yes,"Calorie tracking via photo, Travel-friendly plans, Allergy-specific diets",₹499-₹999,"Personalization, All-in-one solution",Neutral,,4,6-10,Travel,Too expensive,₹999,Looking good (aesthetics),Full control (cook myself),1,1,0.0,2,0,3,2,1,3,0,0,0,1,1,1,0,1,0,0,1
1805,young_professional,35-44,Tier 2,Working Professional,"<20,000",5+ times/week,Home,Weight loss,Lack of time,Non-vegetarian,None,Home-cooked,No time to cook,Frequently,Highly unpredictable,30-60 mins,No,"Form correction via video, Travel-friendly plans",₹499-₹999,"Personalization, Proven results, Expert guidance",Neutral,Overweight,5,20+,Travel,Never used any,₹2000+,Performance/strength,Partial control,0,3,2.0,2,1,3,2,3,4,0,1,0,0,1,0,1,1,1,0,0
1806,family_health_seeker,45-54,Tier 1,Retired,"50,000-1,00,000",3-4 times/week,Home,Not sure,Lack of motivation,Eggetarian,Other,Mix of both,Lack of consistency,Rarely,Somewhat structured,30-60 mins,Yes,"Allergy-specific diets, Diet planning, AI workout plan",₹199-₹499,"Convenience, All-in-one solution",Neutral,Overweight,4,0-5,Don't see results,Too complicated,₹999,Performance/strength,Full control (cook myself),2,2,0.0,1,1,2,2,0,3,1,0,1,0,0,1,0,0,0,1,1
1807,busy_traveler,25-34,Metro,Working Professional,"50,000-1,00,000",Never,I don't work out,Weight loss,Lack of motivation,Non-vegetarian,Nut allergies,Mix of both,No time to cook,Frequently,Highly unpredictable,<30 mins,No,"Allergy-specific diets, Travel-friendly plans, Form correction via video",₹499-₹999,"Personalization, Proven results, All-in-one solution",Neutral,Normal,3,6-10,Travel,Never used any,₹2000+,Mental well-being,Very limited control (hostel/mess),2,0,2.0,2,0,3,2,1,4,0,1,0,0,1,1,1,1,0,0,1
1808,student_hostel,18-24,Tier 2,Student,"<20,000",3-4 times/week,Home,Muscle gain,No access to gym,Non-vegetarian,None,Hostel/mess food,Budget constraints,Frequently,Highly unpredictable,60-90 mins,No,"Travel-friendly plans, Calorie tracking via photo",₹199-₹499,"All-in-one solution, Convenience, Personalization",Very unlikely,Normal,1,11-20,Lack of motivation,Never used any,₹999,Looking good (aesthetics),Partial control,0,2,2.0,2,2,2,0,2,3,0,0,0,1,1,0,0,1,0,1,1
1809,student_hostel,Under 18,Tier 2,Working Professional,"<20,000",5+ times/week,Gym,General fitness,Lack of time,Eggetarian,None,Order food frequently,Lack of consistency,Rarely,Somewhat structured,60-90 mins,No,Calorie tracking via photo,₹99-₹199,"Proven results, All-in-one solution",Likely,Normal,4,0-5,Never started properly,Never used any,₹199,Social pressure,Partial control,0,3,0.0,1,2,1,3,0,1,0,0,0,1,0,0,1,0,0,0,1
1810,student_hostel,18-24,Metro,Student,"20,000-50,000",3-4 times/week,Outdoors,Weight loss,Lack of motivation,Non-vegetarian,None,Order food frequently,No time to cook,Occasionally,Somewhat structured,90+ mins,Yes,Diet planning,₹199-₹499,"Personalization, Expert guidance",Unlikely,Obese,1,6-10,Lack of motivation,No results,₹199,Performance/strength,Very limited control (hostel/mess),1,2,1.0,1,3,2,1,1,1,0,0,1,0,0,0,0,1,1,0,0
1811,busy_traveler,25-34,Tier 3 / Rural,Working Professional,"50,000-1,00,000",3-4 times/week,Home,Muscle gain,No access to gym,Eggetarian,None,Mix of both,Lack of consistency,Occasionally,Highly unpredictable,30-60 mins,No,Calorie tracking via photo,₹499-₹999,"Proven results, Personalization",Neutral,Normal,2,0-5,Busy schedule,Never used any,₹999,Mental well-being,Very limited control (hostel/mess),2,2,1.0,2,1,3,2,0,3,0,0,0,1,0,0,1,1,0,0,0
1812,family_health_seeker,18-24,Tier 3 / Rural,Working Professional,"50,000-1,00,000",1-2 times/week,Home,General fitness,Lack of time,Non-vegetarian,None,Home-cooked,Don't know what to eat,Rarely,Very structured,<30 mins,No,"Allergy-specific diets, Travel-friendly plans, Diet planning",₹499-₹999,"Proven results, Expert guidance",Likely,Overweight,4,11-20,Never started properly,Never used any,₹999,Health concerns,Full control (cook myself),2,1,0.0,0,0,3,3,2,3,0,0,1,0,1,1,1,0,1,0,0
1813,young_professional,25-34,Tier 2,Working Professional,"20,000-50,000",5+ times/week,Gym,Muscle gain,No proper diet,Non-vegetarian,None,Home-cooked,No time to cook,Occasionally,Somewhat structured,<30 mins,Yes,"Calorie tracking via photo, Form correction via video, AI workout plan",₹499-₹999,"Proven results, All-in-one solution",Neutral,Overweight,3,20+,Busy schedule,Not personalized,₹2000+,Health concerns,Very limited control (hostel/mess),1,3,1.0,1,0,3,2,3,4,1,1,0,1,0,0,1,0,0,0,1
1814,student_hostel,18-24,Tier 1,Retired,"<20,000",5+ times/week,Outdoors,Muscle gain,No access to gym,Non-vegetarian,Gluten intolerance,Hostel/mess food,No time to cook,Occasionally,Somewhat structured,30-60 mins,Yes,Calorie tracking via photo,₹99-₹199,"All-in-one solution, Convenience",Neutral,Overweight,1,6-10,Lack of motivation,Not personalized,₹199,Performance/strength,Very limited control (hostel/mess),0,3,1.0,1,1,1,2,1,1,0,0,0,1,0,0,0,0,0,1,1
1815,student_hostel,45-54,Metro,Student,"50,000-1,00,000",3-4 times/week,Home,Weight loss,Lack of knowledge,Non-vegetarian,None,Mix of both,Budget constraints,,Highly unpredictable,<30 mins,Yes,Travel-friendly plans,₹199-₹499,"Proven results, Personalization, All-in-one solution",Neutral,Obese,3,6-10,Don't see results,No results,₹999,Looking good (aesthetics),Very limited control (hostel/mess),2,2,,2,0,2,2,1,3,0,0,0,0,1,0,1,1,0,0,1
1816,older_active,55+,Tier 1,Retired,"1,00,000-2,00,000",1-2 times/week,Outdoors,General fitness,Lack of motivation,Vegetarian,Other,Mix of both,No time to cook,Rarely,Somewhat structured,60-90 mins,Yes,"Diet planning, Allergy-specific diets, AI workout plan",₹499-₹999,"Personalization, All-in-one solution, Expert guidance",Unlikely,Overweight,3,6-10,Lack of motivation,Too complicated,₹2000+,Health concerns,Partial control,3,1,0.0,1,2,3,1,1,4,1,0,1,0,0,1,0,1,1,0,1
1817,young_professional,18-24,Metro,Working Professional,"20,000-50,000",5+ times/week,Gym,Medical/rehabilitation,Lack of time,Non-vegetarian,Gluten intolerance,Order food frequently,Lack of consistency,Occasionally,Somewhat structured,30-60 mins,No,"Allergy-specific diets, Calorie tracking via photo",₹499-₹999,"Convenience, All-in-one solution",Likely,Normal,4,0-5,Busy schedule,Never used any,₹2000+,Mental well-being,Partial control,1,3,1.0,1,1,3,3,0,4,0,0,0,1,0,1,0,0,0,1,1
1818,family_health_seeker,55+,Tier 2,Homemaker,"20,000-50,000",1-2 times/week,Home,General fitness,Lack of knowledge,Non-vegetarian,Gluten intolerance,Mix of both,No time to cook,Rarely,Very structured,30-60 mins,No,"Form correction via video, Diet planning, Calorie tracking via photo",₹499-₹999,"Personalization, Convenience",Unlikely,Overweight,3,0-5,Busy schedule,Never used any,₹999,Health concerns,Full control (cook myself),1,1,0.0,0,1,3,1,0,3,0,1,1,1,0,0,0,1,0,1,0
1819,gym_enthusiast,18-24,Metro,Working Professional,"50,000-1,00,000",3-4 times/week,Gym,Muscle gain,Lack of knowledge,Non-vegetarian,None,Home-cooked,Don't know what to eat,Rarely,Very structured,90+ mins,Yes,"Travel-friendly plans, AI workout plan",₹999+,"Personalization, All-in-one solution",Likely,,3,11-20,Social events,No results,₹2000+,Performance/strength,Partial control,2,2,0.0,0,3,4,3,2,4,1,0,0,0,1,0,0,1,0,0,1
1820,young_professional,25-34,Tier 1,Working Professional,"20,000-50,000",1-2 times/week,Gym,General fitness,No proper diet,Vegan,Lactose intolerance,Order food frequently,No time to cook,Rarely,Very structured,30-60 mins,Yes,"Form correction via video, Allergy-specific diets, Travel-friendly plans",₹199-₹499,"Personalization, Convenience, Proven results",Very unlikely,Overweight,2,0-5,Travel,Too expensive,₹999,Looking good (aesthetics),Full control (cook myself),1,1,0.0,0,1,2,0,0,3,0,1,0,0,1,1,1,1,0,1,0
1821,student_hostel,18-24,Tier 3 / Rural,Student,"<20,000",1-2 times/week,Gym,Weight loss,No proper diet,Non-vegetarian,None,Order food frequently,Lack of consistency,Rarely,Highly unpredictable,<30 mins,No,"Calorie tracking via photo, Diet planning",₹99-₹199,Proven results,Neutral,Normal,5,6-10,Busy schedule,,₹499,Performance/strength,Very limited control (hostel/mess),0,1,0.0,2,0,1,2,1,2,0,0,1,1,0,0,1,0,0,0,0
1822,student_hostel,25-34,Tier 2,Homemaker,"<20,000",5+ times/week,Home,Muscle gain,No proper diet,Non-vegetarian,None,Order food frequently,Budget constraints,Rarely,Somewhat structured,60-90 mins,Yes,"AI workout plan, Calorie tracking via photo",₹199-₹499,"All-in-one solution, Convenience",Likely,Overweight,3,0-5,Never started properly,Lost motivation,₹999,Looking good (aesthetics),Partial control,0,3,0.0,1,2,2,3,0,3,1,0,0,1,0,0,0,0,0,1,1
1823,gym_enthusiast,18-24,Tier 1,Student,"20,000-50,000",5+ times/week,Gym,Muscle gain,Lack of time,Eggetarian,None,,Lack of consistency,Occasionally,Somewhat structured,30-60 mins,Yes,Form correction via video,₹499-₹999,"Personalization, Expert guidance, Proven results",Unlikely,Normal,1,0-5,Lack of motivation,Not personalized,₹999,Mental well-being,Full control (cook myself),1,3,1.0,1,1,3,1,0,3,0,1,0,0,0,0,1,1,1,0,0
1824,family_health_seeker,45-54,Metro,Homemaker,"20,000-50,000",1-2 times/week,Home,General fitness,No proper diet,Vegetarian,None,Home-cooked,Budget constraints,Rarely,Very structured,60-90 mins,Yes,"Allergy-specific diets, Form correction via video, Travel-friendly plans",₹199-₹499,"Personalization, Expert guidance",Unlikely,Obese,2,6-10,Lack of motivation,Not personalized,₹999,Mental well-being,Full control (cook myself),1,1,0.0,0,2,2,1,1,3,0,1,0,0,1,1,0,1,1,0,0
1825,busy_traveler,25-34,Metro,Working Professional,"50,000-1,00,000",Never,I don't work out,Weight loss,Lack of time,Vegetarian,Other,Order food frequently,Cravings,Frequently,Highly unpredictable,30-60 mins,Yes,"Calorie tracking via photo, Form correction via video, Travel-friendly plans",₹999+,"Proven results, Personalization",Very likely,Overweight,5,11-20,Busy schedule,,₹2000+,Health concerns,Full control (cook myself),2,0,2.0,2,1,4,4,2,4,0,1,0,1,1,0,1,1,0,0,0
1826,gym_enthusiast,25-34,Tier 2,Working Professional,"20,000-50,000",5+ times/week,Gym,Weight loss,Lack of motivation,Non-vegetarian,Nut allergies,Mix of both,No time to cook,Rarely,Somewhat structured,30-60 mins,Yes,"Calorie tracking via photo, Form correction via video, AI workout plan",₹499-₹999,Proven results,Neutral,Normal,3,6-10,Lack of motivation,Not personalized,₹999,Looking good (aesthetics),Very limited control (hostel/mess),1,3,0.0,1,1,3,2,1,3,1,1,0,1,0,0,1,0,0,0,0
1827,student_hostel,18-24,Tier 2,Retired,"<20,000",3-4 times/week,Gym,General fitness,Lack of motivation,Vegetarian,None,Mix of both,Don't know what to eat,Rarely,Very structured,60-90 mins,No,"Travel-friendly plans, AI workout plan, Calorie tracking via photo",₹499-₹999,Convenience,Neutral,Underweight,5,6-10,Never started properly,Never used any,₹999,Looking good (aesthetics),Full control (cook myself),0,2,0.0,0,2,3,2,1,3,1,0,0,1,1,0,0,0,0,1,0
1828,older_active,35-44,Tier 2,Retired,"20,000-50,000",1-2 times/week,Home,Medical/rehabilitation,Lack of knowledge,Vegetarian,Lactose intolerance,Home-cooked,Budget constraints,Rarely,Very structured,<30 mins,No,"Allergy-specific diets, Form correction via video, Travel-friendly plans",₹499-₹999,"Expert guidance, Proven results, All-in-one solution",Neutral,Normal,5,6-10,Busy schedule,Never used any,₹999,Health concerns,Full control (cook myself),1,1,0.0,0,0,3,2,1,3,0,1,0,0,1,1,1,0,1,0,1
1829,family_health_seeker,25-34,Tier 3 / Rural,Homemaker,"20,000-50,000",3-4 times/week,Home,General fitness,Lack of time,Non-vegetarian,None,Home-cooked,No time to cook,Occasionally,Very structured,30-60 mins,No,"Calorie tracking via photo, Allergy-specific diets, Diet planning",₹499-₹999,"Proven results, Expert guidance",Likely,Normal,5,6-10,Busy schedule,Never used any,₹2000+,Mental well-being,Full control (cook myself),1,2,1.0,0,1,3,3,1,4,0,0,1,1,0,1,1,0,1,0,0
1830,young_professional,35-44,Metro,Retired,"50,000-1,00,000",1-2 times/week,Gym,General fitness,Lack of time,Non-vegetarian,None,Order food frequently,Budget constraints,Frequently,Highly unpredictable,30-60 mins,No,Calorie tracking via photo,₹199-₹499,"Proven results, All-in-one solution, Expert guidance",Unlikely,Normal,3,20+,Busy schedule,Never used any,₹999,Looking good (aesthetics),Full control (cook myself),2,1,2.0,2,1,2,1,3,3,0,0,0,1,0,0,1,0,1,0,1
1831,older_active,55+,Tier 1,Retired,"20,000-50,000",1-2 times/week,Home,General fitness,Lack of motivation,Non-vegetarian,None,Home-cooked,No time to cook,Rarely,Somewhat structured,30-60 mins,Yes,"Calorie tracking via photo, Diet planning",₹499-₹999,"Expert guidance, Personalization, Proven results",Likely,Overweight,4,0-5,Never started properly,Too expensive,₹2000+,Health concerns,Full control (cook myself),1,1,0.0,1,1,3,3,0,4,0,0,1,1,0,0,1,1,1,0,0
1832,gym_enthusiast,18-24,Metro,Working Professional,"<20,000",5+ times/week,Gym,Not sure,No access to gym,Non-vegetarian,None,Mix of both,Lack of consistency,Rarely,Very structured,60-90 mins,Yes,Diet planning,₹199-₹499,"Expert guidance, Proven results",Very likely,Normal,5,20+,Never started properly,Too expensive,₹999,Performance/strength,Partial control,0,3,0.0,0,2,2,4,3,3,0,0,1,0,0,0,1,0,1,0,0
1833,gym_enthusiast,25-34,Tier 1,Working Professional,"50,000-1,00,000",5+ times/week,Outdoors,Muscle gain,Lack of knowledge,Non-vegetarian,None,Home-cooked,No time to cook,Rarely,Highly unpredictable,30-60 mins,Yes,"Form correction via video, AI workout plan, Travel-friendly plans",₹999+,"Personalization, Expert guidance",Likely,,5,11-20,Busy schedule,No results,₹2000+,Looking good (aesthetics),Full control (cook myself),2,3,0.0,2,1,4,3,2,4,1,1,0,0,1,0,0,1,1,0,0
1834,busy_traveler,25-34,Tier 1,Working Professional,"20,000-50,000",3-4 times/week,Outdoors,General fitness,Lack of time,Non-vegetarian,Lactose intolerance,Order food frequently,No time to cook,Frequently,Highly unpredictable,90+ mins,No,"Allergy-specific diets, Form correction via video",₹499-₹999,"Convenience, All-in-one solution",Neutral,Normal,4,0-5,Travel,Never used any,₹2000+,Mental well-being,Partial control,1,2,2.0,2,3,3,2,0,4,0,1,0,0,0,1,0,0,0,1,1
1835,family_health_seeker,45-54,Tier 1,Homemaker,"<20,000",1-2 times/week,Home,Medical/rehabilitation,Lack of time,Vegetarian,None,Home-cooked,No time to cook,Frequently,Somewhat structured,<30 mins,No,"Allergy-specific diets, Diet planning",₹199-₹499,"Expert guidance, Personalization",Unlikely,Overweight,5,20+,Don't see results,Never used any,₹999,Performance/strength,Full control (cook myself),0,1,2.0,1,0,2,1,3,3,0,0,1,0,0,1,0,1,1,0,0
1836,busy_traveler,35-44,Metro,Working Professional,"1,00,000-2,00,000",5+ times/week,Gym,Weight loss,Lack of time,Eggetarian,Lactose intolerance,Mix of both,Don't know what to eat,Occasionally,Highly unpredictable,<30 mins,No,"Diet planning, AI workout plan",₹999+,All-in-one solution,Neutral,Overweight,4,11-20,Travel,Never used any,₹2000+,Mental well-being,Very limited control (hostel/mess),3,3,1.0,2,0,4,2,2,4,1,0,1,0,0,0,0,0,0,0,1
1837,student_hostel,18-24,Tier 3 / Rural,Student,"20,000-50,000",5+ times/week,Home,Weight loss,Lack of knowledge,Vegan,None,Mix of both,No time to cook,Occasionally,Highly unpredictable,60-90 mins,No,"Calorie tracking via photo, Travel-friendly plans, Form correction via video",₹499-₹999,"Expert guidance, Proven results",Neutral,Normal,5,0-5,Travel,Never used any,₹999,Performance/strength,Very limited control (hostel/mess),1,3,1.0,2,2,3,2,0,3,0,1,0,1,1,0,1,0,1,0,0
1838,young_professional,25-34,Tier 1,Working Professional,"20,000-50,000",3-4 times/week,Home,Muscle gain,No access to gym,Non-vegetarian,None,Hostel/mess food,No time to cook,Occasionally,Highly unpredictable,<30 mins,Yes,"Diet planning, Travel-friendly plans",₹999+,"Personalization, All-in-one solution",Likely,Overweight,3,0-5,Travel,Too complicated,₹2000+,Looking good (aesthetics),Partial control,1,2,1.0,2,0,4,3,0,4,0,0,1,0,1,0,0,1,0,0,1
1839,older_active,45-54,Tier 2,Retired,"50,000-1,00,000",Never,I don't work out,Medical/rehabilitation,No proper diet,Vegetarian,None,Home-cooked,Budget constraints,Rarely,Somewhat structured,30-60 mins,No,"Travel-friendly plans, Allergy-specific diets, AI workout plan",₹199-₹499,"Personalization, Expert guidance",Very unlikely,Overweight,1,0-5,Lack of motivation,Never used any,₹999,Mental well-being,Full control (cook myself),2,0,0.0,1,1,2,0,0,3,1,0,0,0,1,1,0,1,1,0,0
1840,young_professional,25-34,Tier 3 / Rural,Working Professional,"50,000-1,00,000",5+ times/week,Outdoors,Muscle gain,No access to gym,Non-vegetarian,None,Mix of both,Don't know what to eat,Occasionally,Somewhat structured,<30 mins,No,"Diet planning, AI workout plan, Form correction via video",₹999+,"All-in-one solution, Personalization, Proven results",Likely,Normal,4,0-5,Busy schedule,Never used any,₹2000+,Social pressure,Full control (cook myself),2,3,1.0,1,0,4,3,0,4,1,1,1,0,0,0,1,1,0,0,1
1841,young_professional,25-34,Metro,Working Professional,"20,000-50,000",3-4 times/week,Home,General fitness,Lack of motivation,Non-vegetarian,Lactose intolerance,Order food frequently,Lack of consistency,Occasionally,Somewhat structured,60-90 mins,No,"AI workout plan, Allergy-specific diets, Travel-friendly plans",₹199-₹499,"Proven results, Personalization",Neutral,Normal,5,6-10,Travel,Never used any,₹999,Performance/strength,Full control (cook myself),1,2,1.0,1,2,2,2,1,3,1,0,0,0,1,1,1,1,0,0,0
1842,young_professional,25-34,Tier 1,Business Owner,"20,000-50,000",3-4 times/week,Gym,General fitness,Lack of knowledge,Non-vegetarian,None,Mix of both,No time to cook,Frequently,Somewhat structured,30-60 mins,Yes,"Travel-friendly plans, Calorie tracking via photo, Form correction via video",₹999+,"Convenience, Proven results, All-in-one solution",Likely,Overweight,4,11-20,Busy schedule,Not personalized,₹2000+,Mental well-being,Very limited control (hostel/mess),1,2,2.0,1,1,4,3,2,4,0,1,0,1,1,0,1,0,0,1,1
1843,young_professional,35-44,Metro,Working Professional,"50,000-1,00,000",Never,I don't work out,Muscle gain,Lack of time,Vegetarian,Gluten intolerance,Mix of both,No time to cook,Rarely,Very structured,60-90 mins,No,"AI workout plan, Allergy-specific diets, Diet planning",₹999+,"Proven results, All-in-one solution",Unlikely,Normal,4,20+,Lack of motivation,Never used any,₹2000+,Health concerns,Very limited control (hostel/mess),2,0,0.0,0,2,4,1,3,4,1,0,1,0,0,1,1,0,0,0,1
1844,gym_enthusiast,35-44,Tier 3 / Rural,Retired,"50,000-1,00,000",5+ times/week,Gym,Muscle gain,No proper diet,Eggetarian,None,Home-cooked,Lack of consistency,Rarely,Somewhat structured,60-90 mins,No,"AI workout plan, Diet planning",₹499-₹999,"Personalization, Expert guidance",Neutral,Normal,4,0-5,Don't see results,Never used any,₹2000+,Looking good (aesthetics),Very limited control (hostel/mess),2,3,0.0,1,2,3,2,0,4,1,0,1,0,0,0,0,1,1,0,0
1845,older_active,45-54,Tier 2,Retired,"2,00,000+",Never,I don't work out,Not sure,Lack of time,Eggetarian,None,Hostel/mess food,Cravings,Rarely,Very structured,30-60 mins,No,"Calorie tracking via photo, Allergy-specific diets",₹499-₹999,"Personalization, Proven results",Unlikely,Overweight,4,11-20,Social events,Never used any,₹2000+,Health concerns,Full control (cook myself),4,0,0.0,0,1,3,1,2,4,0,0,0,1,0,1,1,1,0,0,0
1846,young_professional,35-44,Metro,Working Professional,"50,000-1,00,000",3-4 times/week,Home,Muscle gain,Lack of motivation,Non-vegetarian,None,Home-cooked,No time to cook,Rarely,Highly unpredictable,<30 mins,Yes,"Form correction via video, Calorie tracking via photo",₹999+,"Convenience, Personalization",Very unlikely,Normal,1,11-20,Lack of motivation,Too expensive,₹2000+,Mental well-being,Full control (cook myself),2,2,0.0,2,0,4,0,2,4,0,1,0,1,0,0,0,1,0,1,0
1847,student_hostel,18-24,Tier 2,Working Professional,"20,000-50,000",1-2 times/week,Gym,Weight loss,No proper diet,Non-vegetarian,None,Mix of both,Budget constraints,Rarely,Highly unpredictable,30-60 mins,Yes,"Travel-friendly plans, Calorie tracking via photo, Form correction via video",₹199-₹499,"Expert guidance, All-in-one solution",Unlikely,Normal,1,0-5,Social events,Lost motivation,₹999,Performance/strength,Full control (cook myself),1,1,0.0,2,1,2,1,0,3,0,1,0,1,1,0,0,0,1,0,1
1848,student_hostel,18-24,Tier 1,Student,"20,000-50,000",5+ times/week,Gym,Weight loss,Lack of motivation,Vegetarian,None,Hostel/mess food,Lack of consistency,,Highly unpredictable,30-60 mins,No,"Diet planning, AI workout plan",₹499-₹999,"Proven results, Personalization, All-in-one solution",Neutral,Underweight,5,0-5,Never started properly,Never used any,₹2000+,Looking good (aesthetics),Very limited control (hostel/mess),1,3,,2,1,3,2,0,4,1,0,1,0,0,0,1,1,0,0,1
1849,family_health_seeker,25-34,Metro,Homemaker,"20,000-50,000",1-2 times/week,Gym,General fitness,No access to gym,Eggetarian,Gluten intolerance,Order food frequently,Budget constraints,Occasionally,Very structured,<30 mins,No,"Diet planning, Form correction via video",₹199-₹499,Proven results,Neutral,Normal,4,11-20,Social events,Never used any,₹499,Mental well-being,Full control (cook myself),1,1,1.0,0,0,2,2,2,2,0,1,1,0,0,0,1,0,0,0,0
1850,busy_traveler,25-34,Tier 3 / Rural,Working Professional,"1,00,000-2,00,000",1-2 times/week,Outdoors,General fitness,Lack of time,Non-vegetarian,None,Order food frequently,No time to cook,Frequently,Somewhat structured,30-60 mins,No,"Diet planning, Travel-friendly plans",₹499-₹999,"All-in-one solution, Proven results, Personalization",Neutral,Normal,3,6-10,Busy schedule,Never used any,₹2000+,Health concerns,Partial control,3,1,2.0,1,1,3,2,1,4,0,0,1,0,1,0,1,1,0,0,1
1851,young_professional,25-34,Tier 1,Working Professional,"50,000-1,00,000",5+ times/week,Home,Weight loss,Lack of knowledge,Non-vegetarian,Other,Order food frequently,Lack of consistency,Rarely,Somewhat structured,<30 mins,No,"Allergy-specific diets, Diet planning",₹199-₹499,"Proven results, All-in-one solution",Very unlikely,Obese,1,6-10,Never started properly,Never used any,₹499,Looking good (aesthetics),Full control (cook myself),2,3,0.0,1,0,2,0,1,2,0,0,1,0,0,1,1,0,0,0,1
1852,family_health_seeker,25-34,Tier 2,Working Professional,"<20,000",3-4 times/week,Gym,Weight loss,Lack of time,Vegetarian,None,Home-cooked,Lack of consistency,Rarely,Highly unpredictable,<30 mins,No,"Travel-friendly plans, Form correction via video",₹99-₹199,Personalization,Neutral,Underweight,3,0-5,Busy schedule,Never used any,₹499,Health concerns,Full control (cook myself),0,2,0.0,2,0,1,2,0,2,0,1,0,0,1,0,0,1,0,0,0
1853,family_health_seeker,45-54,Metro,Homemaker,"1,00,000-2,00,000",3-4 times/week,Home,General fitness,Lack of knowledge,Vegetarian,Lactose intolerance,Home-cooked,Lack of consistency,Rarely,Very structured,30-60 mins,Yes,Diet planning,₹499-₹999,Proven results,Very likely,Obese,5,11-20,Busy schedule,Too expensive,₹2000+,Health concerns,Full control (cook myself),3,2,0.0,0,1,3,4,2,4,0,0,1,0,0,0,1,0,0,0,0
1854,family_health_seeker,55+,Metro,Working Professional,"20,000-50,000",Never,I don't work out,General fitness,No proper diet,Vegetarian,Nut allergies,Home-cooked,Lack of consistency,Rarely,Very structured,30-60 mins,Yes,"Diet planning, Calorie tracking via photo",₹199-₹499,Convenience,Neutral,Overweight,4,6-10,Don't see results,Too expensive,₹999,Health concerns,Full control (cook myself),1,0,0.0,0,1,2,2,1,3,0,0,1,1,0,0,0,0,0,1,0
1855,older_active,55+,Tier 1,Retired,"20,000-50,000",Never,I don't work out,Medical/rehabilitation,Lack of knowledge,Vegetarian,Lactose intolerance,Home-cooked,Don't know what to eat,Rarely,Highly unpredictable,<30 mins,No,"Allergy-specific diets, AI workout plan",₹99-₹199,"Expert guidance, Convenience",Very unlikely,Normal,1,6-10,Don't see results,Never used any,₹499,Health concerns,Full control (cook myself),1,0,0.0,2,0,1,0,1,2,1,0,0,0,0,1,0,0,1,1,0
1856,young_professional,25-34,Tier 1,Student,"50,000-1,00,000",1-2 times/week,Gym,Muscle gain,Lack of time,Vegetarian,None,Mix of both,Lack of consistency,,Very structured,<30 mins,Yes,"Form correction via video, Calorie tracking via photo",Free only,"Proven results, Convenience, Personalization",Likely,Underweight,5,6-10,Busy schedule,Not personalized,₹2000+,Health concerns,Full control (cook myself),2,1,,0,0,0,3,1,4,0,1,0,1,0,0,1,1,0,1,0
1857,busy_traveler,35-44,Metro,Working Professional,"1,00,000-2,00,000",5+ times/week,Gym,Weight loss,Lack of time,Eggetarian,None,Mix of both,Don't know what to eat,Frequently,Highly unpredictable,<30 mins,No,AI workout plan,₹999+,"Personalization, All-in-one solution, Expert guidance",Likely,Normal,4,0-5,Busy schedule,Never used any,₹2000+,Looking good (aesthetics),Partial control,3,3,2.0,2,0,4,3,0,4,1,0,0,0,0,0,0,1,1,0,1
